id,question,code,updated_code,difficulty_level
323,Write a function to re-arrange the given array in alternating positive and negative items.,"def right_rotate(arr, n, out_of_place, cur):
	temp = arr[cur]
	for i in range(cur, out_of_place, -1):
		arr[i] = arr[i - 1]
	arr[out_of_place] = temp
	return arr
def re_arrange(arr, n):
	out_of_place = -1
	for index in range(n):
		if (out_of_place >= 0):
			if ((arr[index] >= 0 and arr[out_of_place] < 0) or
			(arr[index] < 0 and arr[out_of_place] >= 0)):
				arr = right_rotate(arr, n, out_of_place, index)
				if (index-out_of_place > 2):
					out_of_place += 2
				else:
					out_of_place = - 1
		if (out_of_place == -1):
			if ((arr[index] >= 0 and index % 2 == 0) or
			 (arr[index] < 0 and index % 2 == 1)):
				out_of_place = index
	return arr","def Func1(arr1, CONST1, var1, var2):
    var3 = arr1[var2]
    for i1 in range(var2, var1, -1):
        arr1[i1] = arr1[i1 - 1]
    arr1[var1] = var3
    return arr1

def Func2(arr1, CONST1):
    var1 = -1
    for i1 in range(CONST1):
        if (var1 >= 0):
            if ((arr1[i1] >= 0 and arr1[var1] < 0) or
                (arr1[i1] < 0 and arr1[var1] >= 0)):
                arr1 = Func1(arr1, CONST1, var1, i1)
                if (i1 - var1 > 2):
                    var1 += 2
                else:
                    var1 = -1
        if (var1 == -1):
            if ((arr1[i1] >= 0 and i1 % 2 == 0) or
                (arr1[i1] < 0 and i1 % 2 == 1)):
                var1 = i1
    return arr1
",medium
386,Write a function to find out the minimum no of swaps required for bracket balancing in the given string.,"def swap_count(s):
	chars = s
	count_left = 0
	count_right = 0
	swap = 0
	imbalance = 0; 
	for i in range(len(chars)):
		if chars[i] == '[':
			count_left += 1
			if imbalance > 0:
				swap += imbalance
				imbalance -= 1
		elif chars[i] == ']':
			count_right += 1
			imbalance = (count_right - count_left) 
	return swap","def Func1(str1):
    str2 = str1
    var1 = 0
    var2 = 0
    var3 = 0
    var4 = 0
    for i1 in range(len(str2)):
        if str2[i1] == '[':
            var1 += 1
            if var4 > 0:
                var3 += var4
                var4 -= 1
        elif str2[i1] == ']':
            var2 += 1
            var4 = (var2 - var1)
    return var3
",medium
416,Write a function to find the maximum sum we can make by dividing number in three parts recursively and summing them up together for the given number.,"MAX = 1000000
def breakSum(n): 
	dp = [0]*(n+1) 
	dp[0] = 0
	dp[1] = 1
	for i in range(2, n+1): 
		dp[i] = max(dp[int(i/2)] + dp[int(i/3)] + dp[int(i/4)], i); 
	return dp[n]","CONST1 = 1000000

def Func1(var1):
    list1 = [0] * (var1 + 1)
    list1[0] = 0
    list1[1] = 1
    for i1 in range(2, var1 + 1):
        list1[i1] = max(list1[int(i1 / 2)] + list1[int(i1 / 3)] + list1[int(i1 / 4)], i1)
    return list1[var1]
",medium
423,Write a function to solve gold mine problem.,"def get_maxgold(gold, m, n): 
    goldTable = [[0 for i in range(n)] 
                        for j in range(m)]   
    for col in range(n-1, -1, -1): 
        for row in range(m):  
            if (col == n-1): 
                right = 0
            else: 
                right = goldTable[row][col+1] 
            if (row == 0 or col == n-1): 
                right_up = 0
            else: 
                right_up = goldTable[row-1][col+1] 
            if (row == m-1 or col == n-1): 
                right_down = 0
            else: 
                right_down = goldTable[row+1][col+1] 
            goldTable[row][col] = gold[row][col] + max(right, right_up, right_down) 
    res = goldTable[0][0] 
    for i in range(1, m): 
        res = max(res, goldTable[i][0])  
    return res ","def Func1(arr1, var1, var2): 
    list1 = [[0 for i1 in range(var2)] 
                     for i2 in range(var1)]   
    for i3 in range(var2-1, -1, -1): 
        for i4 in range(var1):  
            if (i3 == var2-1): 
                var3 = 0
            else: 
                var3 = list1[i4][i3+1] 
            if (i4 == 0 or i3 == var2-1): 
                var4 = 0
            else: 
                var4 = list1[i4-1][i3+1] 
            if (i4 == var1-1 or i3 == var2-1): 
                var5 = 0
            else: 
                var5 = list1[i4+1][i3+1] 
            list1[i4][i3] = arr1[i4][i3] + max(var3, var4, var5) 
    var6 = list1[0][0] 
    for i5 in range(1, var1): 
        var6 = max(var6, list1[i5][0])  
    return var6
",medium
463,Write a function to find the maximum product subarray of the given array.,"def max_subarray_product(arr):
	n = len(arr)
	max_ending_here = 1
	min_ending_here = 1
	max_so_far = 0
	flag = 0
	for i in range(0, n):
		if arr[i] > 0:
			max_ending_here = max_ending_here * arr[i]
			min_ending_here = min (min_ending_here * arr[i], 1)
			flag = 1
		elif arr[i] == 0:
			max_ending_here = 1
			min_ending_here = 1
		else:
			temp = max_ending_here
			max_ending_here = max (min_ending_here * arr[i], 1)
			min_ending_here = temp * arr[i]
		if (max_so_far < max_ending_here):
			max_so_far = max_ending_here
	if flag == 0 and max_so_far == 0:
		return 0
	return max_so_far","def Func1(arr1):
	var1 = len(arr1)
	var2 = 1
	var3 = 1
	var4 = 0
	var5 = 0
	for i1 in range(0, var1):
		if arr1[i1] > 0:
			var2 = var2 * arr1[i1]
			var3 = min(var3 * arr1[i1], 1)
			var5 = 1
		elif arr1[i1] == 0:
			var2 = 1
			var3 = 1
		else:
			var6 = var2
			var2 = max(var3 * arr1[i1], 1)
			var3 = var6 * arr1[i1]
		if (var4 < var2):
			var4 = var2
	if var5 == 0 and var4 == 0:
		return 0
	return var4
",medium
469,Write a function to find the maximum profit earned from a maximum of k stock transactions,"def max_profit(price, k):
    n = len(price)
    final_profit = [[None for x in range(n)] for y in range(k + 1)]
    for i in range(k + 1):
        for j in range(n):
            if i == 0 or j == 0:
                final_profit[i][j] = 0
            else:
                max_so_far = 0
                for x in range(j):
                    curr_price = price[j] - price[x] + final_profit[i-1][x]
                    if max_so_far < curr_price:
                        max_so_far = curr_price
                final_profit[i][j] = max(final_profit[i][j-1], max_so_far)
    return final_profit[k][n-1]","def Func1(arr1, var1):
    var2 = len(arr1)
    arr2 = [[None for i1 in range(var2)] for i2 in range(var1 + 1)]
    for i3 in range(var1 + 1):
        for i4 in range(var2):
            if i3 == 0 or i4 == 0:
                arr2[i3][i4] = 0
            else:
                var3 = 0
                for i5 in range(i4):
                    var4 = arr1[i4] - arr1[i5] + arr2[i3 - 1][i5]
                    if var3 < var4:
                        var3 = var4
                arr2[i3][i4] = max(arr2[i3][i4 - 1], var3)
    return arr2[var1][var2 - 1]
",medium
492,Write a function to search an element in the given array by using binary search.,"def binary_search(item_list,item):
	first = 0
	last = len(item_list)-1
	found = False
	while( first<=last and not found):
		mid = (first + last)//2
		if item_list[mid] == item :
			found = True
		else:
			if item < item_list[mid]:
				last = mid - 1
			else:
				first = mid + 1	
	return found","def Func1(list1, var1):
	var2 = 0
	var3 = len(list1) - 1
	var4 = False
	while(var2 <= var3 and not var4):
		var5 = (var2 + var3) // 2
		if list1[var5] == var1:
			var4 = True
		else:
			if var1 < list1[var5]:
				var3 = var5 - 1
			else:
				var2 = var5 + 1	
	return var4
",medium
597,Write a function to find kth element from the given two sorted arrays.,"def find_kth(arr1, arr2, m, n, k):
	sorted1 = [0] * (m + n)
	i = 0
	j = 0
	d = 0
	while (i < m and j < n):
		if (arr1[i] < arr2[j]):
			sorted1[d] = arr1[i]
			i += 1
		else:
			sorted1[d] = arr2[j]
			j += 1
		d += 1
	while (i < m):
		sorted1[d] = arr1[i]
		d += 1
		i += 1
	while (j < n):
		sorted1[d] = arr2[j]
		d += 1
		j += 1
	return sorted1[k - 1]","def Func1(arr1, arr2, var1, var2, var3):
	list1 = [0] * (var1 + var2)
	i1 = 0
	i2 = 0
	i3 = 0
	while (i1 < var1 and i2 < var2):
		if (arr1[i1] < arr2[i2]):
			list1[i3] = arr1[i1]
			i1 += 1
		else:
			list1[i3] = arr2[i2]
			i2 += 1
		i3 += 1
	while (i1 < var1):
		list1[i3] = arr1[i1]
		i3 += 1
		i1 += 1
	while (i2 < var2):
		list1[i3] = arr2[i2]
		i3 += 1
		i2 += 1
	return list1[var3 - 1]
",medium
601,Write a function to find the longest chain which can be formed from the given set of pairs.,"class Pair(object): 
	def __init__(self, a, b): 
		self.a = a 
		self.b = b 
def max_chain_length(arr, n): 
	max = 0
	mcl = [1 for i in range(n)] 
	for i in range(1, n): 
		for j in range(0, i): 
			if (arr[i].a > arr[j].b and
				mcl[i] < mcl[j] + 1): 
				mcl[i] = mcl[j] + 1
	for i in range(n): 
		if (max < mcl[i]): 
			max = mcl[i] 
	return max","class var1(object): 
	def __init__(self, var2, var3): 
		self.var2 = var2 
		self.var3 = var3 

def Func1(arr1, var4): 
	var5 = 0
	list1 = [1 for i1 in range(var4)] 
	for i2 in range(1, var4): 
		for i3 in range(0, i2): 
			if (arr1[i2].var2 > arr1[i3].var3 and
				list1[i2] < list1[i3] + 1): 
				list1[i2] = list1[i3] + 1
	for i4 in range(var4): 
		if (var5 < list1[i4]): 
			var5 = list1[i4] 
	return var5
",medium
622,Write a function to find the median of two sorted arrays of same size.,"def get_median(arr1, arr2, n):
  i = 0
  j = 0
  m1 = -1
  m2 = -1
  count = 0
  while count < n + 1:
    count += 1
    if i == n:
      m1 = m2
      m2 = arr2[0]
      break
    elif j == n:
      m1 = m2
      m2 = arr1[0]
      break
    if arr1[i] <= arr2[j]:
      m1 = m2
      m2 = arr1[i]
      i += 1
    else:
      m1 = m2
      m2 = arr2[j]
      j += 1
  return (m1 + m2)/2","def Func1(arr1, arr2, var1):
  i1 = 0
  i2 = 0
  var2 = -1
  var3 = -1
  var4 = 0
  while var4 < var1 + 1:
    var4 += 1
    if i1 == var1:
      var2 = var3
      var3 = arr2[0]
      break
    elif i2 == var1:
      var2 = var3
      var3 = arr1[0]
      break
    if arr1[i1] <= arr2[i2]:
      var2 = var3
      var3 = arr1[i1]
      i1 += 1
    else:
      var2 = var3
      var3 = arr2[i2]
      i2 += 1
  return (var2 + var3) / 2
",medium
714,Write a python function to count the number of distinct power of prime factor of given number.,"def count_Fac(n):  
    m = n 
    count = 0
    i = 2
    while((i * i) <= m): 
        total = 0
        while (n % i == 0): 
            n /= i 
            total += 1 
        temp = 0
        j = 1
        while((temp + j) <= total): 
            temp += j 
            count += 1
            j += 1 
        i += 1
    if (n != 1): 
        count += 1 
    return count ","def Func1(var1):  
    var2 = var1
    var3 = 0
    i1 = 2
    while (i1 * i1) <= var2:
        var4 = 0
        while (var1 % i1 == 0):
            var1 /= i1
            var4 += 1
        var5 = 0
        i2 = 1
        while (var5 + i2) <= var4:
            var5 += i2
            var3 += 1
            i2 += 1
        i1 += 1
    if var1 != 1:
        var3 += 1
    return var3
",medium
771,Write a function to check if the given expression is balanced or not.,"from collections import deque
def check_expression(exp):
    if len(exp) & 1:
        return False
    stack = deque()
    for ch in exp:
        if ch == '(' or ch == '{' or ch == '[':
            stack.append(ch)
        if ch == ')' or ch == '}' or ch == ']':
            if not stack:
                return False
            top = stack.pop()
            if (top == '(' and ch != ')') or (top == '{' and ch != '}' or (top == '[' and ch != ']')):
                return False
    return not stack","from collections import deque

def Func1(str1):
    if len(str1) & 1:
        return False
    arr1 = deque()
    for i1 in str1:
        if i1 == '(' or i1 == '{' or i1 == '[':
            arr1.append(i1)
        if i1 == ')' or i1 == '}' or i1 == ']':
            if not arr1:
                return False
            var1 = arr1.pop()
            if (var1 == '(' and i1 != ')') or (var1 == '{' and i1 != '}') or (var1 == '[' and i1 != ']'):
                return False
    return not arr1
",medium
834,Write a function to generate a square matrix filled with elements from 1 to n raised to the power of 2 in spiral order.,"def generate_matrix(n):
        if n<=0:
            return [] 
        matrix=[row[:] for row in [[0]*n]*n]        
        row_st=0
        row_ed=n-1        
        col_st=0
        col_ed=n-1
        current=1        
        while (True):
            if current>n*n:
                break
            for c in range (col_st, col_ed+1):
                matrix[row_st][c]=current
                current+=1
            row_st+=1
            for r in range (row_st, row_ed+1):
                matrix[r][col_ed]=current
                current+=1
            col_ed-=1
            for c in range (col_ed, col_st-1, -1):
                matrix[row_ed][c]=current
                current+=1
            row_ed-=1
            for r in range (row_ed, row_st-1, -1):
                matrix[r][col_st]=current
                current+=1
            col_st+=1
        return matrix","def Func1(var1):
    if var1 <= 0:
        return []
    arr1 = [row[:] for row in [[0]*var1]*var1]
    var2 = 0
    var3 = var1 - 1
    var4 = 0
    var5 = var1 - 1
    var6 = 1
    while True:
        if var6 > var1 * var1:
            break
        for i1 in range(var4, var5 + 1):
            arr1[var2][i1] = var6
            var6 += 1
        var2 += 1
        for i2 in range(var2, var3 + 1):
            arr1[i2][var5] = var6
            var6 += 1
        var5 -= 1
        for i1 in range(var5, var4 - 1, -1):
            arr1[var3][i1] = var6
            var6 += 1
        var3 -= 1
        for i2 in range(var3, var2 - 1, -1):
            arr1[i2][var4] = var6
            var6 += 1
        var4 += 1
    return arr1
",medium
862,Write a function to find the occurrences of n most common words in a given text.,"from collections import Counter
import re
def n_common_words(text,n):
  words = re.findall('\w+',text)
  n_common_words= Counter(words).most_common(n)
  return list(n_common_words)","from collections import Counter
import re

def Func1(str1, var1):
  list1 = re.findall('\w+', str1)
  list2 = Counter(list1).most_common(var1)
  return list(list2)
",medium
895,Write a function to find the maximum sum of subsequences of given array with no adjacent elements.,"def max_sum_subseq(A):
    n = len(A)
    if n == 1:
        return A[0]
    look_up = [None] * n
    look_up[0] = A[0]
    look_up[1] = max(A[0], A[1])
    for i in range(2, n):
        look_up[i] = max(look_up[i - 1], look_up[i - 2] + A[i])
        look_up[i] = max(look_up[i], A[i])
    return look_up[n - 1]","def Func1(arr1):
    var1 = len(arr1)
    if var1 == 1:
        return arr1[0]
    list1 = [None] * var1
    list1[0] = arr1[0]
    list1[1] = max(arr1[0], arr1[1])
    for i1 in range(2, var1):
        list1[i1] = max(list1[i1 - 1], list1[i1 - 2] + arr1[i1])
        list1[i1] = max(list1[i1], arr1[i1])
    return list1[var1 - 1]
",medium
898,"Write a function to extract specified number of elements from a given list, which follow each other continuously.","from itertools import groupby 
def extract_elements(numbers, n):
    result = [i for i, j in groupby(numbers) if len(list(j)) == n] 
    return result","from itertools import groupby 

def Func1(arr1, var1):
    list1 = [i1 for i1, i2 in groupby(arr1) if len(list(i2)) == var1] 
    return list1
",medium
933,Write a function to convert camel case string to snake case string by using regex.,"import re
def camel_to_snake(text):
  str1 = re.sub('(.)([A-Z][a-z]+)', r'\1_\2', text)
  return re.sub('([a-z0-9])([A-Z])', r'\1_\2', str1).lower()","import re
def Func1(var1):
  str1 = re.sub('(.)([A-Z][a-z]+)', r'\1_\2', var1)
  return re.sub('([a-z0-9])([A-Z])', r'\1_\2', str1).lower()
",medium
938,Write a function to find three closest elements from three sorted arrays.,"import sys 

def find_closet(A, B, C, p, q, r): 
	diff = sys.maxsize 
	res_i = 0
	res_j = 0
	res_k = 0
	i = 0
	j = 0
	k = 0
	while(i < p and j < q and k < r): 
		minimum = min(A[i], min(B[j], C[k])) 
		maximum = max(A[i], max(B[j], C[k])); 
		if maximum-minimum < diff: 
			res_i = i 
			res_j = j 
			res_k = k 
			diff = maximum - minimum; 
		if diff == 0: 
			break
		if A[i] == minimum: 
			i = i+1
		elif B[j] == minimum: 
			j = j+1
		else: 
			k = k+1
	return A[res_i],B[res_j],C[res_k]","import sys 

def Func1(arr1, arr2, arr3, var1, var2, var3): 
    var4 = sys.maxsize 
    var5 = 0
    var6 = 0
    var7 = 0
    i1 = 0
    i2 = 0
    i3 = 0
    while(i1 < var1 and i2 < var2 and i3 < var3): 
        var8 = min(arr1[i1], min(arr2[i2], arr3[i3])) 
        var9 = max(arr1[i1], max(arr2[i2], arr3[i3])) 
        if var9 - var8 < var4: 
            var5 = i1 
            var6 = i2 
            var7 = i3 
            var4 = var9 - var8 
        if var4 == 0: 
            break
        if arr1[i1] == var8: 
            i1 = i1 + 1
        elif arr2[i2] == var8: 
            i2 = i2 + 1
        else: 
            i3 = i3 + 1
    return arr1[var5], arr2[var6], arr3[var7]
",medium
952,Write a function to compute the value of ncr mod p.,"def nCr_mod_p(n, r, p): 
	if (r > n- r): 
		r = n - r 
	C = [0 for i in range(r + 1)] 
	C[0] = 1 
	for i in range(1, n + 1): 
		for j in range(min(i, r), 0, -1): 
			C[j] = (C[j] + C[j-1]) % p 
	return C[r] ","def Func1(var1, var2, var3): 
	if (var2 > var1 - var2): 
		var2 = var1 - var2 
	arr1 = [0 for i1 in range(var2 + 1)] 
	arr1[0] = 1 
	for i2 in range(1, var1 + 1): 
		for i3 in range(min(i2, var2), 0, -1): 
			arr1[i3] = (arr1[i3] + arr1[i3 - 1]) % var3 
	return arr1[var2]
",medium
